"Event","Rank","Time","Wind","Name","Nationality","Birthday","Result","City","Date","lon","lat","Altitude","Age"
"200m","699",20.11,0.3,"Frank Fredericks","NAM",1967-10-02,"2","Tokyo",1995-09-15,-94.7054123,37.4327307,FALSE,27.97
"200m","699",20.11,0.5,"Ato Boldon","TTO",1973-12-30,"2","Monaco",1997-08-16,7.4246158,43.7384176,FALSE,23.64
"200m","699",20.11,0.2,"Obadele Thompson","BAR",1976-03-30,"3","Monaco",1999-08-04,7.4246158,43.7384176,FALSE,23.36
"200m","699",20.11,0,"Frank Fredericks","NAM",1967-10-02,"1q4","Sevilla",1999-08-24,-5.9844589,37.3890924,FALSE,31.92
"200m","699",20.11,1.2,"Francis Obikwelu","NGR",1978-11-22,"3","Sevilla",1999-08-27,-5.9844589,37.3890924,FALSE,20.78
"200m","699",20.11,0.5,"Obadele Thompson","BAR",1976-03-30,"1","Linz",2000-08-08,14.28583,48.30694,FALSE,24.38
"200m","699",20.11,0.7,"Christopher Williams","JAM",1972-03-15,"2s2","Edmonton",2001-08-08,-113.4909267,53.544389,FALSE,29.42
"200m","699",20.11,-0.8,"Morné Nagel","RSA",1978-03-23,"1","Germiston",2002-04-05,28.1707794,-26.2258734,TRUE,24.05
"200m","699",20.11,0.6,"Stéphane Buckland","MRI",1977-01-13,"2s1","Saint-Denis",2003-08-28,2.357443,48.936181,FALSE,26.64
"200m","699",20.11,0.2,"Wallace Spearmon","USA",1984-12-24,"3","London",2006-07-28,-0.1277583,51.5073509,FALSE,21.61
"200m","699",20.11,0,"Usain Bolt","JAM",1986-08-21,"2","Lausanne",2007-07-10,6.6322734,46.5196535,FALSE,20.9
"200m","699",20.11,-0.1,"Wallace Spearmon","USA",1984-12-24,"2","London",2007-08-03,-0.1277583,51.5073509,FALSE,22.62
"200m","699",20.11,0,"Anastásios Goúsis","GRE",1979-07-07,"1h4","Osaka",2007-08-28,135.5022535,34.6937249,FALSE,28.16
"200m","699",20.11,0.1,"Churandy Martina","AHO",1984-07-03,"1s1","Beijing",2008-08-19,116.4073963,39.9041999,FALSE,24.15
"200m","699",20.11,0.4,"Steve Mullings","JAM",1982-11-29,"4","Zürich",2010-08-19,8.541694,47.3768866,FALSE,27.74
"200m","699",20.11,1,"Justin Gatlin","USA",1982-02-10,"1r1","Gainesville",2012-04-21,-82.3248262,29.6516344,FALSE,30.21
"200m","699",20.11,1.5,"Warren Weir","JAM",1989-10-31,"2rA","Luzern",2012-07-17,8.3093072,47.0501682,FALSE,22.73
"200m","699",20.11,0.9,"Warren Weir","JAM",1989-10-31,"1","New York City",2013-05-25,-74.0059728,40.7127753,FALSE,23.58
"200m","699",20.11,1.2,"Christophe Lemaitre","FRA",1990-06-11,"3","Lausanne",2014-07-03,6.6322734,46.5196535,FALSE,24.08
"200m","699",20.11,0.4,"Beejay Lee","USA",1993-03-05,"4","Eugene",2015-06-28,-123.0867536,44.0520691,FALSE,22.33
"200m","699",20.11,0.3,"Wallace Spearmon","USA",1984-12-24,"5","Toronto",2015-07-24,-79.3831843,43.653226,FALSE,30.6
"200m","699",20.11,-0.2,"Alonso Edward","PAN",1989-12-08,"1h2","Beijing",2015-08-25,116.4073963,39.9041999,FALSE,25.73
"200m","699",20.11,-0.1,"Ramil Guliyev","TUR",1990-05-29,"6","Beijing",2015-08-27,116.4073963,39.9041999,FALSE,25.26
"200m","699",20.11,0.6,"Miguel Francis","ANT",1995-02-28,"1rA","Kingston",2016-04-16,-117.9269481,33.7085616,FALSE,21.15
"200m","699",20.11,1.2,"Alonso Edward","PAN",1989-12-08,"1rB","Clermont",2016-04-30,-81.7728543,28.5494447,FALSE,26.41
"200m","699",20.11,-1.7,"Churandy Martina","NED",1984-07-03,"1","Amsterdam",2016-06-19,4.9035614,52.3679843,FALSE,31.98
"200m","699",20.11,1.8,"Shota Iizuka","JPN",1991-06-25,"1","Nagoya",2016-06-26,136.9065571,35.1814506,FALSE,25.02
"200m","699",20.11,1.2,"Rasheed Dwyer","JAM",1989-01-29,"2","Kingston",2017-06-10,-117.9269481,33.7085616,FALSE,28.38
"200m","699",20.11,0.5,"Bernardo Baloyes","COL",1994-01-06,"1","Medellín",2017-06-11,-75.5812119,6.244203,TRUE,23.44
"200m","699",20.11,-0.1,"Wayde van Niekerk","RSA",1992-07-15,"2","London",2017-08-10,-0.1277583,51.5073509,FALSE,25.09
"200m","699",20.11,-0.1,"Jereem Richards","TTO",1994-01-13,"3","London",2017-08-10,-0.1277583,51.5073509,FALSE,23.59
"200m","699",20.11,1.6,"Elijah Hall-Thompson","USA",1994-08-22,"1r2","Austin",2018-03-31,-97.7430608,30.267153,FALSE,23.62
"200m","699",20.11,1.3,"Ramil Guliyev","TUR",1990-05-29,"3","Ad-Dawhah",2018-05-04,51.5310398,25.2854473,FALSE,27.95
"200m","699",20.11,1.7,"Kyle Greaux","TTO",1988-04-26,"1","Toronto",2018-08-12,-79.3831843,43.653226,FALSE,30.32
"200m","699",20.11,0.8,"Mario Burke","BAR",1997-03-18,"4","Austin",2019-06-07,-97.7430608,30.267153,FALSE,22.24
"200m","744",20.12,0.2,"John Carlos","USA",1945-06-05,"1s1","Ciudad de México",1968-10-16,-99.133208,19.4326077,TRUE,23.38
"200m","744",20.12,2,"Donald Quarrie","JAM",1951-02-25,"1","Eugene",1975-06-21,-123.0867536,44.0520691,FALSE,24.33
"200m","744",20.12,0,"Pietro Mennea","ITA",1952-06-28,"1","Rieti",1980-08-31,12.8567281,42.404509,FALSE,28.19
"200m","744",20.12,0.6,"Floyd Heard","USA",1966-03-24,"1","Moskva",1986-07-07,37.6172999,55.755826,FALSE,20.3
"200m","744",20.12,0.4,"Carl Lewis","USA",1961-07-01,"1","San José",1987-06-26,-121.8863286,37.3382082,FALSE,26
"200m","744",20.12,1,"Mark Witherspoon","USA",1963-09-03,"2","Houston",1989-06-17,-95.3698028,29.7604267,FALSE,25.81
"200m","744",20.12,0.8,"John Regis","GBR",1966-10-13,"1","Lausanne",1991-07-10,6.6322734,46.5196535,FALSE,24.76
"200m","744",20.12,-1.1,"Frank Fredericks","NAM",1967-10-02,"2","Zürich",1991-08-07,8.541694,47.3768866,FALSE,23.86
"200m","744",20.12,-0.8,"Leroy Burrell","USA",1967-02-21,"1s1","New Orleans",1992-06-27,-90.0715323,29.9510658,FALSE,25.36
"200m","744",20.12,0.7,"Olapade Adeniken","NGR",1969-08-19,"1","Bratislava",1993-06-01,17.1077478,48.1485965,FALSE,23.8
"200m","744",20.12,0.5,"Frank Fredericks","NAM",1967-10-02,"2","Göteborg",1995-08-11,11.97456,57.70887,FALSE,27.88
"200m","744",20.12,1.1,"Ramon Clay","USA",1975-06-29,"1h1","Atlanta",1996-06-21,-84.3879824,33.7489954,FALSE,20.99
"200m","744",20.12,0.8,"Obadele Thompson","BAR",1976-03-30,"2","Roma",1999-07-07,-95.9036356,36.0766378,FALSE,23.28
"200m","744",20.12,-0.1,"Michael Johnson","USA",1967-09-13,"1","Linz",1999-07-26,14.28583,48.30694,FALSE,31.89
"200m","744",20.12,-0.8,"Francis Obikwelu","NGR",1978-11-22,"3","München",1999-09-11,11.5819805,48.1351253,FALSE,20.82
"200m","744",20.12,1,"Coby Miller","USA",1976-10-19,"2","Durham",2000-06-03,-78.898619,35.9940329,FALSE,23.64
"200m","744",20.12,0.5,"Darvis Patton","USA",1977-12-04,"2","Bruxelles",2002-08-30,4.3517103,50.8503396,FALSE,24.75
"200m","744",20.12,1.9,"Brian Dzingai","ZIM",1981-04-29,"2h1","Austin",2004-06-10,-97.7430608,30.267153,FALSE,23.13
"200m","744",20.12,0.1,"Francis Obikwelu","POR",1978-11-22,"1","Saint-Denis",2004-07-23,2.357443,48.936181,FALSE,25.68
"200m","744",20.12,-0.9,"Shawn Crawford","USA",1978-01-14,"3","Carson",2005-06-26,-118.281693,33.8316745,FALSE,27.47
"200m","744",20.12,1.3,"Tyson Gay","USA",1982-08-09,"2","Kingston",2006-05-06,-117.9269481,33.7085616,FALSE,23.76
"200m","744",20.12,0,"Usain Bolt","JAM",1986-08-21,"2h4","Osaka",2007-08-28,135.5022535,34.6937249,FALSE,21.03
"200m","744",20.12,1.6,"Brendan Christian","ANT",1983-12-11,"1r1","Fort-de-France",2008-05-08,-61.0587804,14.6160647,FALSE,24.42
"200m","744",20.12,0.1,"Shawn Crawford","USA",1978-01-14,"2s2","Beijing",2008-08-19,116.4073963,39.9041999,FALSE,30.62
"200m","744",20.12,-0.6,"Wallace Spearmon","USA",1984-12-24,"1","London",2010-08-14,-0.1277583,51.5073509,FALSE,25.65
"200m","744",20.12,0,"Nickel Ashmeade","JAM",1990-04-07,"1","Birmingham",2012-08-26,-86.8103567,33.5185892,FALSE,22.4
"200m","744",20.12,0.2,"Jason Young","JAM",1991-03-21,"4","Saint-Denis",2013-07-06,2.357443,48.936181,FALSE,22.31
"200m","744",20.12,0,"Usain Bolt","JAM",1986-08-21,"1s2","Moskva",2013-08-16,37.6172999,55.755826,FALSE,27.01
"200m","744",20.12,-0.2,"Walter Dix","USA",1986-01-31,"3","Bruxelles",2013-09-06,4.3517103,50.8503396,FALSE,27.62
"200m","744",20.12,1.5,"Remontay McClain","USA",1992-09-21,"2rA","Cerritos",2015-06-06,-118.0647871,33.8583483,FALSE,22.72
"200m","744",20.12,0.5,"Anaso Jobodwana","RSA",1992-07-30,"1rA","Luzern",2015-07-14,8.3093072,47.0501682,FALSE,22.97
"200m","744",20.12,1,"Andre De Grasse","CAN",1994-11-10,"3s2","Toronto",2015-07-23,-79.3831843,43.653226,FALSE,20.71
"200m","744",20.12,1.8,"Rasheed Dwyer","JAM",1989-01-29,"1","San José",2015-08-09,-121.8863286,37.3382082,TRUE,26.54
"200m","744",20.12,1.5,"Jamiel Trimble","USA",1995-06-25,"1h1","Lawrence",2016-05-28,-95.2352501,38.9716689,FALSE,20.94
"200m","744",20.12,-0.2,"Bruno Hortelano","ESP",1991-09-18,"1h2","Rio de Janeiro",2016-08-16,-43.1728965,-22.9068467,FALSE,24.93
"200m","744",20.12,-0.5,"Christophe Lemaitre","FRA",1990-06-11,"3","Rio de Janeiro",2016-08-18,-43.1728965,-22.9068467,FALSE,26.21
"200m","744",20.12,-0.5,"Adam Gemili","GBR",1993-10-06,"4","Rio de Janeiro",2016-08-18,-43.1728965,-22.9068467,FALSE,22.88
"200m","744",20.12,0.9,"Jereem Richards","TTO",1994-01-13,"1","Gold Coast",2018-04-12,153.4,-28.016667,FALSE,24.26
"200m","744",20.12,0.4,"Rodney Rowe","USA",1997-03-17,"1","Greensboro",2019-05-04,-79.7919754,36.0726354,FALSE,22.15
"200m","783",20.13,0.1,"Clancy Edwards","USA",1955-08-09,"1","Westwood",1977-05-14,-118.4455164,34.0635016,FALSE,21.78
"200m","783",20.13,1.5,"Calvin Smith","USA",1961-01-08,"3","Indianapolis",1983-06-19,-86.158068,39.768403,FALSE,22.46
"200m","783",20.13,1.7,"Roy Martin","USA",1966-12-25,"1","Austin",1985-05-11,-97.7430608,30.267153,FALSE,18.39
"200m","783",20.13,0.4,"Roy Martin","USA",1966-12-25,"2","Indianapolis",1985-06-16,-86.158068,39.768403,FALSE,18.49
"200m","783",20.13,1.4,"Joe DeLoach","USA",1967-06-05,"1","Les Abymes",1989-05-07,-61.5252827,16.2710933,FALSE,21.94
"200m","783",20.13,1.9,"Frank Fredericks","NAM",1967-10-02,"1s1","Eugene",1991-05-31,-123.0867536,44.0520691,FALSE,23.68
"200m","783",20.13,1.1,"Danny Everett","USA",1966-11-01,"1","New York City",1991-07-20,-74.0059728,40.7127753,FALSE,24.73
"200m","783",20.13,0.2,"Frank Fredericks","NAM",1967-10-02,"2","Monaco",1991-08-03,7.4246158,43.7384176,FALSE,23.85
"200m","783",20.13,1.1,"Mark Witherspoon","USA",1963-09-03,"2r2","Austin",1992-05-09,-97.7430608,30.267153,FALSE,28.7
"200m","783",20.13,-1,"Frank Fredericks","NAM",1967-10-02,"2","Barcelona",1992-08-06,-77.0323459,38.9120933,FALSE,24.86
"200m","783",20.13,-0.3,"Michael Bates","USA",1969-12-19,"1","Bruxelles",1992-08-28,4.3517103,50.8503396,FALSE,22.71
"200m","783",20.13,0,"Frank Fredericks","NAM",1967-10-02,"1","Bruxelles",1995-08-25,4.3517103,50.8503396,FALSE,27.92
"200m","783",20.13,-0.1,"Frank Fredericks","NAM",1967-10-02,"1q2","Athínai",1997-08-06,23.7275388,37.9838096,FALSE,29.87
"200m","783",20.13,0,"Rohsaan Griffin","USA",1974-02-21,"1r1","Saint-Denis",1999-07-03,2.357443,48.936181,FALSE,25.38
"200m","783",20.13,0.7,"Maurice Greene","USA",1974-07-23,"1","Paris",1999-07-21,2.3522219,48.856614,FALSE,25.01
"200m","783",20.13,1.6,"Claudinei Quirino da Silva","BRA",1970-11-19,"2s1","Sevilla",1999-08-25,-5.9844589,37.3890924,FALSE,28.78
"200m","783",20.13,0.3,"Darren Campbell","GBR",1973-09-12,"1q1","Sydney",2000-09-27,151.2092955,-33.8688197,FALSE,27.06
"200m","783",20.13,-0.2,"John Capel","USA",1978-11-27,"1q3","Sydney",2000-09-27,151.2092955,-33.8688197,FALSE,21.85
"200m","783",20.13,1.2,"Christian Malcolm","GBR",1979-06-03,"1q1","Edmonton",2001-08-07,-113.4909267,53.544389,FALSE,22.19
"200m","783",20.13,1,"Kevin Little","USA",1968-04-03,"2s1","Edmonton",2001-08-08,-113.4909267,53.544389,FALSE,33.37
"200m","783",20.13,0,"Coby Miller","USA",1976-10-19,"1","Ciudad de México",2003-05-03,-99.133208,19.4326077,TRUE,26.55
"200m","783",20.13,0,"Usain Bolt","JAM",1986-08-21,"1","Bridgetown",2003-07-20,-59.6131741,13.1059816,FALSE,16.92
"200m","783",20.13,-1.2,"Bernard Williams","USA",1978-01-19,"1","Zürich",2004-08-06,8.541694,47.3768866,FALSE,26.56
"200m","783",20.13,-0.7,"Xavier Carter","USA",1985-12-08,"1r1","Coral Gables",2006-04-15,-80.2635411,25.7491968,FALSE,20.36
"200m","783",20.13,0.1,"Walter Dix","USA",1986-01-31,"1r1","Atlanta",2007-05-12,-84.3879824,33.7489954,FALSE,21.29
"200m","783",20.13,-0.3,"Usain Bolt","JAM",1986-08-21,"1q2","Osaka",2007-08-28,135.5022535,34.6937249,FALSE,21.03
"200m","783",20.13,0.9,"Marvin Anderson","JAM",1982-05-12,"2q3","Osaka",2007-08-28,135.5022535,34.6937249,FALSE,25.31
"200m","783",20.13,0.2,"LaShawn Merritt","USA",1986-06-27,"1","Rieti",2011-09-10,12.8567281,42.404509,FALSE,25.22
"200m","783",20.13,NA,"Warren Weir","JAM",1989-10-31,"1","Georgetown",2012-05-09,-77.0722585,38.9076089,FALSE,22.54
"200m","783",20.13,0.2,"Maurice Mitchell","USA",1989-02-22,"1q1","Jacksonville",2012-05-26,-81.655651,30.3321838,FALSE,23.27
"200m","783",20.13,1.7,"Anaso Jobodwana","RSA",1992-07-30,"1s1","Greensboro",2013-05-25,-79.7919754,36.0726354,FALSE,20.83
"200m","783",20.13,0.9,"Jason Livermore","JAM",1988-04-25,"3","Kingston",2013-06-23,-117.9269481,33.7085616,FALSE,25.18
"200m","783",20.13,0.5,"Antoine Adams","SKN",1988-08-31,"1","Morelia",2013-07-07,-101.1949825,19.7059504,TRUE,24.87
"200m","783",20.13,0,"Anaso Jobodwana","RSA",1992-07-30,"2s2","Moskva",2013-08-16,37.6172999,55.755826,FALSE,21.06
"200m","783",20.13,-0.3,"Churandy Martina","NED",1984-07-03,"3s3","Moskva",2013-08-16,37.6172999,55.755826,FALSE,29.14
"200m","783",20.13,-0.2,"Nickel Ashmeade","JAM",1990-04-07,"1","Ad-Dawhah",2014-05-09,51.5310398,25.2854473,FALSE,24.1
"200m","783",20.13,1.3,"Curtis Mitchell","USA",1989-03-11,"1","Sacramento",2014-06-29,-121.4943996,38.5815719,FALSE,25.32
"200m","783",20.13,0.6,"Usain Bolt","JAM",1986-08-21,"1","Ostrava",2015-05-26,18.2625243,49.8209226,FALSE,28.78
"200m","783",20.13,1.6,"Trayvon Bromell","USA",1995-07-10,"1h3","Austin",2015-05-29,-97.7430608,30.267153,FALSE,19.9
"200m","783",20.13,0,"Zharnel Hughes","GBR",1995-07-13,"1","Lausanne",2015-07-09,6.6322734,46.5196535,FALSE,20
"200m","783",20.13,0.6,"Kenji Fujimitsu","JPN",1986-05-01,"3rB","Luzern",2015-07-14,8.3093072,47.0501682,FALSE,29.22
"200m","783",20.13,-0.4,"Zharnel Hughes","GBR",1995-07-13,"1h5","Beijing",2015-08-25,116.4073963,39.9041999,FALSE,20.13
"200m","783",20.13,0.9,"Tevin Hester","USA",1994-01-10,"1","Tallahassee",2016-05-15,-84.2807329,30.4382559,FALSE,22.36
"200m","783",20.13,-0.2,"Yohan Blake","JAM",1989-12-26,"2h2","Rio de Janeiro",2016-08-16,-43.1728965,-22.9068467,FALSE,26.66
"200m","783",20.13,-0.2,"Justin Gatlin","USA",1982-02-10,"3s3","Rio de Janeiro",2016-08-17,-43.1728965,-22.9068467,FALSE,34.54
"200m","783",20.13,-0.5,"Churandy Martina","NED",1984-07-03,"5","Rio de Janeiro",2016-08-18,-43.1728965,-22.9068467,FALSE,32.15
"200m","783",20.13,-0.7,"Ameer Webb","USA",1989-12-21,"1","London",2017-07-09,-0.1277583,51.5073509,FALSE,27.57
"200m","783",20.13,-0.6,"Anaso Jobodwana","RSA",1992-07-30,"1","Johannesburg",2018-03-01,28.0473051,-26.2041028,TRUE,25.6
"200m","783",20.13,1.3,"Divine Oduduru","NGR",1996-05-14,"1","Waco",2018-05-13,-97.1466695,31.549333,FALSE,22.01
"200m","783",20.13,1.5,"Ameer Webb","USA",1989-12-21,"1s1","Des Moines",2018-06-24,-93.6249593,41.5868353,FALSE,28.53
"200m","783",20.13,0.1,"Alex Quiñonez","ECU",1989-08-11,"3","London",2018-07-22,-0.1277583,51.5073509,FALSE,28.96
"200m","783",20.13,0.9,"Bernardo Baloyes","COL",1994-01-06,"1","Barranquilla",2018-08-01,-74.8069813,11.0041072,FALSE,24.58
"200m","783",20.13,0.7,"Eseosa Desalu","ITA",1994-02-19,"6","Berlin",2018-08-09,13.404954,52.5200066,FALSE,24.48
"200m","783",20.13,1.7,"Andrew Hudson","USA",1996-12-14,"1h1","Sacramento",2019-05-24,-121.4943996,38.5815719,FALSE,22.45
"200m","783",20.13,1.1,"Abdul Hakim Sani Brown","JPN",1999-03-06,"1q3","Jacksonville",2019-05-25,-81.655651,30.3321838,FALSE,20.23
"200m","783",20.13,0.8,"Micaiah Harris","USA",1999-05-23,"5","Austin",2019-06-07,-97.7430608,30.267153,FALSE,20.05
"200m","839",20.14,0.9,"Tommie Smith","USA",1944-06-12,"1","Provo",1967-06-17,-111.6585337,40.2338438,TRUE,23.03
"200m","839",20.14,0.6,"Tommie Smith","USA",1944-06-12,"1s2","Ciudad de México",1968-10-16,-99.133208,19.4326077,TRUE,24.36
"200m","839",20.14,1.8,"Clancy Edwards","USA",1955-08-09,"1","Berlin",1977-08-26,13.404954,52.5200066,FALSE,22.06
"200m","839",20.14,1.8,"James Gilkes","GUY",1952-09-21,"1","Ingelheim",1978-09-12,8.0560682,49.9764195,FALSE,25.99
"200m","839",20.14,1.1,"Calvin Smith","USA",1961-01-08,"1","Helsinki",1983-08-14,24.9383791,60.1698557,FALSE,22.61
"200m","839",20.14,0.8,"Calvin Smith","USA",1961-01-08,"1h3","Indianapolis",1985-06-16,-86.158068,39.768403,FALSE,24.45
"200m","839",20.14,-0.6,"Leroy Burrell","USA",1967-02-21,"2","Barcelona",1990-07-16,-77.0323459,38.9120933,FALSE,23.41
"200m","839",20.14,1,"Michael Bates","USA",1969-12-19,"3","New Orleans",1992-06-28,-90.0715323,29.9510658,FALSE,22.54
"200m","839",20.14,-1.2,"Frank Fredericks","NAM",1967-10-02,"1s2","Barcelona",1992-08-05,-77.0323459,38.9120933,FALSE,24.86
"200m","839",20.14,1.7,"Michael Marsh","USA",1967-08-04,"2","Berlin",1992-08-21,13.404954,52.5200066,FALSE,25.07
"200m","839",20.14,0,"Michael Marsh","USA",1967-08-04,"2","Bruxelles",1995-08-25,4.3517103,50.8503396,FALSE,28.08
"200m","839",20.14,0.4,"Obadele Thompson","BAR",1976-03-30,"4","Atlanta",1996-08-01,-84.3879824,33.7489954,FALSE,20.35
"200m","839",20.14,-0.1,"Ato Boldon","TTO",1973-12-30,"1","Helsinki",1999-06-10,24.9383791,60.1698557,FALSE,25.46
"200m","839",20.14,-0.1,"Obadele Thompson","BAR",1976-03-30,"2","Helsinki",1999-06-10,24.9383791,60.1698557,FALSE,23.21
"200m","839",20.14,0.8,"Ato Boldon","TTO",1973-12-30,"3","Roma",1999-07-07,-95.9036356,36.0766378,FALSE,25.53
"200m","839",20.14,-0.1,"Coby Miller","USA",1976-10-19,"2","Linz",1999-07-26,14.28583,48.30694,FALSE,22.78
"200m","839",20.14,0.3,"Floyd Heard","USA",1966-03-24,"1h2","Sacramento",2000-07-22,-121.4943996,38.5815719,FALSE,34.35
"200m","839",20.14,0.3,"John Capel","USA",1978-11-27,"2h4","Sacramento",2000-07-22,-121.4943996,38.5815719,FALSE,21.67
"200m","839",20.14,-0.7,"Michael Johnson","USA",1967-09-13,"2s1","Sacramento",2000-07-23,-121.4943996,38.5815719,FALSE,32.88
"200m","839",20.14,0.3,"Konstadínos Kedéris","GRE",1973-07-11,"2q1","Sydney",2000-09-27,151.2092955,-33.8688197,FALSE,27.23
"200m","839",20.14,-0.6,"Darren Campbell","GBR",1973-09-12,"2","Sydney",2000-09-28,151.2092955,-33.8688197,FALSE,27.06
"200m","839",20.14,0.6,"Darvis Patton","USA",1977-12-04,"2","Roma",2002-07-12,-95.9036356,36.0766378,FALSE,24.62
"200m","839",20.14,0,"Darvis Patton","USA",1977-12-04,"2","Lausanne",2003-07-01,6.6322734,46.5196535,FALSE,25.59
"200m","839",20.14,1.2,"Frank Fredericks","NAM",1967-10-02,"4","Athínai",2004-08-26,23.7275388,37.9838096,FALSE,36.93
"200m","839",20.14,1.2,"Francis Obikwelu","POR",1978-11-22,"5","Athínai",2004-08-26,23.7275388,37.9838096,FALSE,25.78
"200m","839",20.14,0.9,"Usain Bolt","JAM",1986-08-21,"1","Kingston",2005-05-07,-117.9269481,33.7085616,FALSE,18.72
"200m","839",20.14,0.6,"Xavier Carter","USA",1985-12-08,"2s1","Sacramento",2005-06-09,-121.4943996,38.5815719,FALSE,19.52
"200m","839",20.14,0.3,"Rodney Martin","USA",1982-12-22,"3","Indianapolis",2006-06-25,-86.158068,39.768403,FALSE,23.52
"200m","839",20.14,0.7,"Usain Bolt","JAM",1986-08-21,"3","Bruxelles",2007-09-14,4.3517103,50.8503396,FALSE,21.08
"200m","839",20.14,1.6,"Wallace Spearmon","USA",1984-12-24,"1","Eugene",2008-06-08,-123.0867536,44.0520691,FALSE,23.47
"200m","839",20.14,0.1,"Wallace Spearmon","USA",1984-12-24,"3s2","Beijing",2008-08-19,116.4073963,39.9041999,FALSE,23.67
"200m","839",20.14,0.3,"Wallace Spearmon","USA",1984-12-24,"1s2","Berlin",2009-08-19,13.404954,52.5200066,FALSE,24.67
"200m","839",20.14,0.1,"Xavier Carter","USA",1985-12-08,"4","Monaco",2010-07-22,7.4246158,43.7384176,FALSE,24.64
"200m","839",20.14,-0.3,"Wallace Spearmon","USA",1984-12-24,"1","Ostrava",2012-05-25,18.2625243,49.8209226,FALSE,27.44
"200m","839",20.14,1.8,"Tyreek Hill","USA",1994-03-01,"1","Orlando",2012-05-26,-81.3792365,28.5383355,FALSE,18.25
"200m","839",20.14,-0.3,"Warren Weir","JAM",1989-10-31,"2","Kingston",2013-05-04,-117.9269481,33.7085616,FALSE,23.52
"200m","839",20.14,-0.9,"Nickel Ashmeade","JAM",1990-04-07,"1","Eugene",2013-06-01,-123.0867536,44.0520691,FALSE,23.17
"200m","839",20.14,0,"Anaso Jobodwana","RSA",1992-07-30,"6","Moskva",2013-08-17,37.6172999,55.755826,FALSE,21.06
"200m","839",20.14,1.7,"Aaron Ernest","USA",1993-11-08,"1rA","Baton Rouge",2014-05-03,-91.1871466,30.4514677,FALSE,20.5
"200m","839",20.14,0.5,"Rasheed Dwyer","JAM",1989-01-29,"1","Glasgow",2014-07-31,-4.251806,55.864237,FALSE,25.52
"200m","839",20.14,0.6,"Sheldon Mitchell","JAM",1990-07-19,"1","Ciudad de México",2014-08-16,-99.133208,19.4326077,TRUE,24.09
"200m","839",20.14,0.3,"Femi Ogunode","QAT",1991-01-31,"1","Incheon",2014-10-01,126.7052062,37.4562557,FALSE,23.68
"200m","839",20.14,1.9,"Carvin Nkanata","KEN",1991-05-06,"1rA","Clermont",2015-04-18,-81.7728543,28.5494447,FALSE,23.97
"200m","839",20.14,1,"Kei Takase","JPN",1988-11-25,"1","Kumagaya",2015-05-17,139.3889796,36.1471963,FALSE,26.49
"200m","839",20.14,1.4,"Dedric Dukes","USA",1992-02-04,"1q1","Jacksonville",2015-05-30,-81.655651,30.3321838,FALSE,23.33
"200m","839",20.14,2,"Tevin Hester","USA",1994-01-10,"2h3","Eugene",2015-06-10,-123.0867536,44.0520691,FALSE,21.43
"200m","839",20.14,-1.4,"Dedric Dukes","USA",1992-02-04,"2","London",2015-07-24,-0.1277583,51.5073509,FALSE,23.48
"200m","839",20.14,-0.1,"Likoúrgos-Stéfanos Tsákonas","GRE",1990-03-08,"1h6","Beijing",2015-08-25,116.4073963,39.9041999,FALSE,25.48
"200m","839",20.14,0.4,"Zharnel Hughes","GBR",1995-07-13,"1s1","Beijing",2015-08-26,116.4073963,39.9041999,FALSE,20.13
"200m","839",20.14,0.8,"Miguel Francis","ANT",1995-02-28,"4s3","Beijing",2015-08-26,116.4073963,39.9041999,FALSE,20.5
"200m","839",20.14,1.9,"Walter Dix","USA",1986-01-31,"4","Ad-Dawhah",2016-05-06,51.5310398,25.2854473,FALSE,30.28
"200m","839",20.14,1.6,"Michael Norman","USA",1997-12-03,"5","Eugene",2016-07-09,-123.0867536,44.0520691,FALSE,18.61
"200m","839",20.14,1.7,"Ncincihli Titi","RSA",1993-12-15,"1rA","Columbia",2017-04-15,-95.712891,37.09024,FALSE,23.35
"200m","839",20.14,1.2,"Andre De Grasse","CAN",1994-11-10,"1rA","Kingston",2017-05-20,-117.9269481,33.7085616,FALSE,22.54
"200m","839",20.14,0.9,"Isiah Young","USA",1990-01-05,"1","Székesfehérvár",2017-07-04,18.4221358,47.1860262,FALSE,27.51
"200m","839",20.14,-0.3,"Jereem Richards","TTO",1994-01-13,"1s2","London",2017-08-09,-0.1277583,51.5073509,FALSE,23.59
"200m","839",20.14,-0.2,"Alex Quiñonez","ECU",1989-08-11,"1rA","Clermont",2018-04-28,-81.7728543,28.5494447,FALSE,28.73
"200m","839",20.14,0.6,"Alex Wilson","SUI",1990-09-19,"1","Zofingen",2018-07-14,7.9447619,47.2888449,FALSE,27.84
"200m","839",20.14,-0.2,"Aaron Brown","CAN",1992-05-27,"4","Zürich",2018-08-30,8.541694,47.3768866,FALSE,26.28
"200m","839",20.14,1.7,"Nick Gray","USA",1997-06-02,"1q1","Jacksonville",2019-05-25,-81.655651,30.3321838,FALSE,21.99
